# train_loss,val_loss
2.082323879003524780e-01,2.025000751018524170e-01
2.027906775474548340e-01,1.969154030084609985e-01
1.972265839576721191e-01,1.908998191356658936e-01
1.914276033639907837e-01,1.841109246015548706e-01
1.840373575687408447e-01,1.770272552967071533e-01
1.782432496547698975e-01,1.696788817644119263e-01
1.701544076204299927e-01,1.621041297912597656e-01
1.639006882905960083e-01,1.545540988445281982e-01
1.543644964694976807e-01,1.468635052442550659e-01
1.458937674760818481e-01,1.390120983123779297e-01
1.397106349468231201e-01,1.313685178756713867e-01
1.317680180072784424e-01,1.240502968430519104e-01
1.243968307971954346e-01,1.171142607927322388e-01
1.187051013112068176e-01,1.105668097734451294e-01
1.132620796561241150e-01,1.047883257269859314e-01
1.071862131357192993e-01,9.973003715276718140e-02
1.036669537425041199e-01,9.529150277376174927e-02
1.015719920396804810e-01,9.111022949218750000e-02
9.710440039634704590e-02,8.683637529611587524e-02
9.365970641374588013e-02,8.280149102210998535e-02
8.925805985927581787e-02,7.887738943099975586e-02
8.513072133064270020e-02,7.490228861570358276e-02
8.229455351829528809e-02,7.118403911590576172e-02
7.816798239946365356e-02,6.778056174516677856e-02
7.506605982780456543e-02,6.457228958606719971e-02
7.150371372699737549e-02,6.151094287633895874e-02
6.824231147766113281e-02,5.855754762887954712e-02
6.549868732690811157e-02,5.574404075741767883e-02
6.552273780107498169e-02,5.326055362820625305e-02
6.000399589538574219e-02,5.106117203831672668e-02
5.795675143599510193e-02,4.910842329263687134e-02
5.715025588870048523e-02,4.734933376312255859e-02
5.492914468050003052e-02,4.572572559118270874e-02
5.534570291638374329e-02,4.419874027371406555e-02
5.178371444344520569e-02,4.274782165884971619e-02
5.149965360760688782e-02,4.136474058032035828e-02
5.114287137985229492e-02,4.006088152527809143e-02
4.953417927026748657e-02,3.884938359260559082e-02
4.966246336698532104e-02,3.774063661694526672e-02
4.515037313103675842e-02,3.676533326506614685e-02
4.789787158370018005e-02,3.590632602572441101e-02
4.756478592753410339e-02,3.516529873013496399e-02
4.459239542484283447e-02,3.441982716321945190e-02
4.290002211928367615e-02,3.354351595044136047e-02
4.269388690590858459e-02,3.276860341429710388e-02
4.223947599530220032e-02,3.207659348845481873e-02
4.035332053899765015e-02,3.145740926265716553e-02
4.204229265451431274e-02,3.091379627585411072e-02
3.974176943302154541e-02,3.043726645410060883e-02
4.181043431162834167e-02,3.002029657363891602e-02
4.023249074816703796e-02,2.967010810971260071e-02
3.902208805084228516e-02,2.937720715999603271e-02
3.961903229355812073e-02,2.913014590740203857e-02
3.707756847143173218e-02,2.892892621457576752e-02
3.711042553186416626e-02,2.875651977956295013e-02
3.819787502288818359e-02,2.860888838768005371e-02
3.830536827445030212e-02,2.847139164805412292e-02
