# train_loss,val_loss
1.722612828016281128e-01,1.448315680027008057e-01
1.228109747171401978e-01,1.021316051483154297e-01
8.943252265453338623e-02,6.641969084739685059e-02
6.633608043193817139e-02,5.128341540694236755e-02
5.879137665033340454e-02,4.580308869481086731e-02
5.284398421645164490e-02,4.324722662568092346e-02
4.998676106333732605e-02,4.380644857883453369e-02
4.845619201660156250e-02,4.295109212398529053e-02
4.736299440264701843e-02,4.183142632246017456e-02
4.718514904379844666e-02,4.124815016984939575e-02
4.644177854061126709e-02,4.068774729967117310e-02
4.621997103095054626e-02,4.046446457505226135e-02
4.558476060628890991e-02,4.028830677270889282e-02
4.501731321215629578e-02,4.002807661890983582e-02
4.357137531042098999e-02,3.971244022250175476e-02
4.129072651267051697e-02,3.365599736571311951e-02
3.058223798871040344e-02,1.591038890182971954e-02
2.265536226332187653e-02,1.254008989781141281e-02
2.162327058613300323e-02,1.130232308059930801e-02
1.898578740656375885e-02,1.119631994515657425e-02
1.940379291772842407e-02,1.089155953377485275e-02
1.827940158545970917e-02,1.028628833591938019e-02
1.775129325687885284e-02,9.793143719434738159e-03
1.798980683088302612e-02,9.408254176378250122e-03
1.622881181538105011e-02,8.982773870229721069e-03
1.501771900802850723e-02,8.742674253880977631e-03
1.679530739784240723e-02,8.686724118888378143e-03
1.464118808507919312e-02,8.454520255327224731e-03
1.484484039247035980e-02,8.268755860626697540e-03
1.439976040273904800e-02,8.162430487573146820e-03
1.426590885967016220e-02,8.047041483223438263e-03
1.388487778604030609e-02,7.880433462560176849e-03
1.399180572479963303e-02,7.809616159647703171e-03
1.435357052832841873e-02,7.635539397597312927e-03
1.294797565788030624e-02,7.535959593951702118e-03
1.374770049005746841e-02,7.434819824993610382e-03
1.244715694338083267e-02,7.310757413506507874e-03
1.256639789789915085e-02,7.173435762524604797e-03
1.309671439230442047e-02,7.131098303943872452e-03
1.289836876094341278e-02,6.918971426784992218e-03
1.143648196011781693e-02,6.808995734900236130e-03
1.229201350361108780e-02,6.687362212687730789e-03
1.232525147497653961e-02,6.587554235011339188e-03
1.263186894357204437e-02,6.482520140707492828e-03
1.151618640869855881e-02,6.391011644154787064e-03
1.209591422230005264e-02,6.237499881535768509e-03
1.149719115346670151e-02,6.215817295014858246e-03
1.024784054607152939e-02,6.044879090040922165e-03
1.060231495648622513e-02,5.955840460956096649e-03
1.096066832542419434e-02,5.856536794453859329e-03
1.069137547165155411e-02,5.739231128245592117e-03
