# train_loss,val_loss
1.832960247993469238e-01,1.634092628955841064e-01
1.645556986331939697e-01,1.619535535573959351e-01
1.640356183052062988e-01,1.617920547723770142e-01
1.638713628053665161e-01,1.616974622011184692e-01
1.637659370899200439e-01,1.616007089614868164e-01
1.636754423379898071e-01,1.615244001150131226e-01
1.635847836732864380e-01,1.614329814910888672e-01
1.635022610425949097e-01,1.613514423370361328e-01
1.617610603570938110e-01,1.391190290451049805e-01
1.388104707002639771e-01,1.356089711189270020e-01
1.372086852788925171e-01,1.352269202470779419e-01
1.369899362325668335e-01,1.351253241300582886e-01
1.369146555662155151e-01,1.350663453340530396e-01
1.368560343980789185e-01,1.350183784961700439e-01
1.367978006601333618e-01,1.349820643663406372e-01
1.367502957582473755e-01,1.349358856678009033e-01
1.367033720016479492e-01,1.348991692066192627e-01
1.288777440786361694e-01,1.125947982072830200e-01
1.112807244062423706e-01,1.091114953160285950e-01
1.103013232350349426e-01,1.088178679347038269e-01
1.101859435439109802e-01,1.087607517838478088e-01
1.101297810673713684e-01,1.087434291839599609e-01
1.100869104266166687e-01,1.086870133876800537e-01
1.100480332970619202e-01,1.086523756384849548e-01
1.100309789180755615e-01,1.086339652538299561e-01
1.099789142608642578e-01,1.085915416479110718e-01
1.099500730633735657e-01,1.085627079010009766e-01
1.099200919270515442e-01,1.085506826639175415e-01
1.098860502243041992e-01,1.085073426365852356e-01
1.098467335104942322e-01,1.084856614470481873e-01
1.098182573914527893e-01,1.084606423974037170e-01
1.098010390996932983e-01,1.084455549716949463e-01
1.097791120409965515e-01,1.084344312548637390e-01
1.097771525382995605e-01,1.084315031766891479e-01
1.097332537174224854e-01,1.083821505308151245e-01
1.096958294510841370e-01,1.083506494760513306e-01
1.096764728426933289e-01,1.083305031061172485e-01
1.096577048301696777e-01,1.083125174045562744e-01
1.096268892288208008e-01,1.082944497466087341e-01
1.096063852310180664e-01,1.082747802138328552e-01
1.095945537090301514e-01,1.082746461033821106e-01
1.095665246248245239e-01,1.082395315170288086e-01
1.095382422208786011e-01,1.082331240177154541e-01
1.095209345221519470e-01,1.082027927041053772e-01
1.095004603266716003e-01,1.081893220543861389e-01
1.094780713319778442e-01,1.081695184111595154e-01
1.094617396593093872e-01,1.081745252013206482e-01
1.094539389014244080e-01,1.081518977880477905e-01
1.094447821378707886e-01,1.081408038735389709e-01
1.094134226441383362e-01,1.081138700246810913e-01
1.093926578760147095e-01,1.081141680479049683e-01
1.093896105885505676e-01,1.081166863441467285e-01
1.093622446060180664e-01,1.080888807773590088e-01
1.093539297580718994e-01,1.081063449382781982e-01
1.093550845980644226e-01,1.080947965383529663e-01
1.093294471502304077e-01,1.080484092235565186e-01
1.093082875013351440e-01,1.080434098839759827e-01
1.093000099062919617e-01,1.080350130796432495e-01
1.092844754457473755e-01,1.080381646752357483e-01
1.092853620648384094e-01,1.080191284418106079e-01
1.092696413397789001e-01,1.080466955900192261e-01
1.092652082443237305e-01,1.080095171928405762e-01
1.092528775334358215e-01,1.080034971237182617e-01
1.092478707432746887e-01,1.079965829849243164e-01
1.092545092105865479e-01,1.079938486218452454e-01
1.092352941632270813e-01,1.080528944730758667e-01
1.092321500182151794e-01,1.079851090908050537e-01
1.092302352190017700e-01,1.080205738544464111e-01
1.092409864068031311e-01,1.079909279942512512e-01
1.092452630400657654e-01,1.080245599150657654e-01
1.092136949300765991e-01,1.079729720950126648e-01
1.092141941189765930e-01,1.080013141036033630e-01
1.092065498232841492e-01,1.079961135983467102e-01
1.092076450586318970e-01,1.079948917031288147e-01
1.092136949300765991e-01,1.080165877938270569e-01
1.092021614313125610e-01,1.079793721437454224e-01
1.092057898640632629e-01,1.079657301306724548e-01
1.091759726405143738e-01,1.080218702554702759e-01
1.091830581426620483e-01,1.079822704195976257e-01
1.091744378209114075e-01,1.079983264207839966e-01
1.091606989502906799e-01,1.079473793506622314e-01
1.091553717851638794e-01,1.079604327678680420e-01
1.091497838497161865e-01,1.079541966319084167e-01
1.091518029570579529e-01,1.079547703266143799e-01
1.091455817222595215e-01,1.079421639442443848e-01
1.091373786330223083e-01,1.079371869564056396e-01
1.091743856668472290e-01,1.079570949077606201e-01
1.091309413313865662e-01,1.079544201493263245e-01
1.091473922133445740e-01,1.079676598310470581e-01
1.091294363141059875e-01,1.079349219799041748e-01
1.091216951608657837e-01,1.079553514719009399e-01
1.091246157884597778e-01,1.079780831933021545e-01
1.091195195913314819e-01,1.079300716519355774e-01
1.091101393103599548e-01,1.079337596893310547e-01
1.091159433126449585e-01,1.079434677958488464e-01
1.091185286641120911e-01,1.079304665327072144e-01
1.091087982058525085e-01,1.080144196748733521e-01
1.091437488794326782e-01,1.079492121934890747e-01
1.091215535998344421e-01,1.079342067241668701e-01
