0,1,2,3,4,5,6,7,8,9
6.072,6.035919468069077,6.003372978627682,5.97267900762558,5.948004624557495,5.927885310041904,5.913405463659763,5.905308748733997,5.902519495415687,5.906001576006413
7.539,7.565290981936455,7.591021650409698,7.613759774804116,7.6336714682102205,7.647862114238739,7.656624527192116,7.657516530919075,7.652915957951546,7.645634946084022
11.063,11.090237374424936,11.11661792573929,11.130460465168953,11.13343213133812,11.12556061527729,11.108241086888313,11.08540391998291,11.058080036902428,11.027279001688958
7.349,7.461288365840912,7.568771834540367,7.669788203525544,7.767563501596451,7.862711439204216,7.955195624113083,8.045169219446182,8.13458706653118,8.220585072517395
11.923,11.904645016002656,11.901807283127306,11.90293673145771,11.910173065042496,11.9175364864707,11.923929332590104,11.930607817983628,11.934998201870918,11.937578971242905
8.874,8.877605399680139,8.881976338076592,8.885925205159188,8.89004031560421,8.89464657831192,8.90197183314562,8.908890168511867,8.916929031157494,8.92750150630474
12.074,12.031856842136383,11.98379510319233,11.923371534228325,11.855878933191299,11.783095707368851,11.710846745216847,11.640438604807853,11.56812731359005,11.492390963745118
7.039,7.029038195502758,7.019570359039307,7.008153118431568,6.99498347659111,6.980382740640641,6.967936779379845,6.961133326435089,6.96114091243744,6.966368145823479
9.69,9.579616933786868,9.476393944978714,9.376389907693863,9.285148299527167,9.20059964491129,9.121505200898648,9.046415827786923,8.96857084248066,8.885797994470597
0.0,0.00367059795856477,0.005319398117065433,0.007003361392021202,0.009859591341018659,0.01245083627700807,0.01584948985576631,0.01795243957042696,0.0200538427591324,0.02313696434497832
10.307,10.283616303718091,10.262514171957969,10.240462338995934,10.221220104193687,10.199611932861806,10.171669317114354,10.134799632275104,10.08795650291443,10.037388207495214
0.0,-0.021781475043296795,-0.021387965583801273,-0.02058104531764986,-0.01828913455009462,-0.016363628339767455,-0.013458540380001072,-0.011218784165382401,-0.009551730930805214,-0.00697375355958938
12.699,12.706263625431061,12.701974449610711,12.692332950758935,12.683891283333303,12.678362298238277,12.67573648430109,12.67039660270214,12.660586670780182,12.643991197240354
5.49,5.476900477480888,5.459143038058281,5.435723058700561,5.404732464134693,5.368465021073818,5.331064649999141,5.2945229549407955,5.259831002676487,5.227947049176692
7.33,7.415677863502503,7.504925161218644,7.597979387378692,7.69940888209343,7.809105730485916,7.927034232187271,8.04730896856785,8.166817914056779,8.281987722682953
11.979,12.052963580560684,12.130334014225005,12.201644475317002,12.268966689968108,12.335387768363953,12.406134064888954,12.481336155247687,12.561750518465042,12.644365238189696
15.713,15.788815993070601,15.872674933624268,15.958171751093865,16.04678528239727,16.132572602558135,16.217758193850518,16.299216926121712,16.359145672011376,16.441243762493134
15.996,16.01717812643051,16.039499608516692,16.061017995953563,16.08334985604286,16.107133513379097,16.137282150840758,16.171801026654244,16.185755737900735,16.236007382130623
0.554,0.610299283194542,0.6684867545843125,0.718681738948822,0.7641642550468444,0.8027636723041535,0.8409182109832763,0.8802058893442153,0.92447178606987,0.9761475935697556
12.213,12.240277462005615,12.272989393019676,12.302852696442605,12.33218777167797,12.358678280949592,12.385470362782478,12.408720631456376,12.431395665693282,12.451260881924629
3.326,3.2899247588157654,3.246215050029755,3.200016280937195,3.1560602593660354,3.1098617995023727,3.0618697723269466,3.0086549436688426,2.950151728618145,2.88676811696291
12.533,12.602531684851646,12.679527256941796,12.755087685465814,12.828104298448563,12.892452568030357,12.947191254019737,12.995447513484955,13.043815969300269,13.095677278518677
