# train_loss,val_loss
7.107120752334594727e-02,3.296372247859835625e-03
2.914921613410115242e-03,2.288416493684053421e-03
2.425754675641655922e-03,9.359207935631275177e-03
2.343943109735846519e-03,2.127620158717036247e-03
2.112776972353458405e-03,1.895465073175728321e-03
2.036430640146136284e-03,2.137346658855676651e-03
1.956990687176585197e-03,3.717547049745917320e-03
2.010948956012725830e-03,1.803608960472047329e-03
1.878389390185475349e-03,1.661866554059088230e-03
1.870829029940068722e-03,4.593458026647567749e-03
1.892201136797666550e-03,1.748685142956674099e-03
1.848571118898689747e-03,3.005530685186386108e-03
1.807060441933572292e-03,1.566463033668696880e-03
1.755449222400784492e-03,1.666945405304431915e-03
1.793027156963944435e-03,1.570180407725274563e-03
1.764363143593072891e-03,2.113246591761708260e-03
1.762479194439947605e-03,1.513169379904866219e-03
1.730543212033808231e-03,1.716367900371551514e-03
1.733956276439130306e-03,1.531659159809350967e-03
1.720029860734939575e-03,1.860317541286349297e-03
1.689633005298674107e-03,1.511276350356638432e-03
1.710804412141442299e-03,1.747986651025712490e-03
1.746500376611948013e-03,1.780578284524381161e-03
1.716266386210918427e-03,1.484916778281331062e-03
1.671570935286581516e-03,5.094320978969335556e-03
1.766920555382966995e-03,1.703049871139228344e-03
1.629435690119862556e-03,1.487025409005582333e-03
1.653302693739533424e-03,1.494082622230052948e-03
1.663570175878703594e-03,1.459447667002677917e-03
1.664030482061207294e-03,1.606304082088172436e-03
1.688110409304499626e-03,1.797324279323220253e-03
1.631409279070794582e-03,1.534330425783991814e-03
